specObjID,sigma_balmer,sigma_balmer_err,sigma_forbidden,sigma_forbidden_err,v_off_balmer,v_off_balmer_err,v_off_forbidden,v_off_forbidden_err,oii_3726_cont,oii_3726_cont_err,oii_3726_reqw,oii_3726_reqw_err,oii_3726_eqw,oii_3726_eqw_err,oii_3726_flux,oii_3726_flux_err,oii_3726_inst_res,oii_3726_chisq,oii_3729_cont,oii_3729_cont_err,oii_3729_reqw,oii_3729_reqw_err,oii_3729_eqw,oii_3729_eqw_err,oii_3729_flux,oii_3729_flux_err,oii_3729_inst_res,oii_3729_chisq,neiii_3869_cont,neiii_3869_cont_err,neiii_3869_reqw,neiii_3869_reqw_err,neiii_3869_eqw,neiii_3869_eqw_err,neiii_3869_flux,neiii_3869_flux_err,neiii_3869_inst_res,neiii_3869_chisq,h_delta_cont,h_delta_cont_err,h_delta_reqw,h_delta_reqw_err,h_delta_eqw,h_delta_eqw_err,h_delta_flux,h_delta_flux_err,h_delta_inst_res,h_delta_chisq,h_gamma_cont,h_gamma_cont_err,h_gamma_reqw,h_gamma_reqw_err,h_gamma_eqw,h_gamma_eqw_err,h_gamma_flux,h_gamma_flux_err,h_gamma_inst_res,h_gamma_chisq,oiii_4363_cont,oiii_4363_cont_err,oiii_4363_reqw,oiii_4363_reqw_err,oiii_4363_eqw,oiii_4363_eqw_err,oiii_4363_flux,oiii_4363_flux_err,oiii_4363_inst_res,oiii_4363_chisq,h_beta_cont,h_beta_cont_err,h_beta_reqw,h_beta_reqw_err,h_beta_eqw,h_beta_eqw_err,h_beta_flux,h_beta_flux_err,h_beta_inst_res,h_beta_chisq,oiii_4959_cont,oiii_4959_cont_err,oiii_4959_reqw,oiii_4959_reqw_err,oiii_4959_eqw,oiii_4959_eqw_err,oiii_4959_flux,oiii_4959_flux_err,oiii_4959_inst_res,oiii_4959_chisq,oiii_5007_cont,oiii_5007_cont_err,oiii_5007_reqw,oiii_5007_reqw_err,oiii_5007_eqw,oiii_5007_eqw_err,oiii_5007_flux,oiii_5007_flux_err,oiii_5007_inst_res,oiii_5007_chisq,hei_5876_cont,hei_5876_cont_err,hei_5876_reqw,hei_5876_reqw_err,hei_5876_eqw,hei_5876_eqw_err,hei_5876_flux,hei_5876_flux_err,hei_5876_inst_res,hei_5876_chisq,oi_6300_cont,oi_6300_cont_err,oi_6300_reqw,oi_6300_reqw_err,oi_6300_eqw,oi_6300_eqw_err,oi_6300_flux,oi_6300_flux_err,oi_6300_inst_res,oi_6300_chisq,nii_6548_cont,nii_6548_cont_err,nii_6548_reqw,nii_6548_reqw_err,nii_6548_eqw,nii_6548_eqw_err,nii_6548_flux,nii_6548_flux_err,nii_6548_inst_res,nii_6548_chisq,h_alpha_cont,h_alpha_cont_err,h_alpha_reqw,h_alpha_reqw_err,h_alpha_eqw,h_alpha_eqw_err,h_alpha_flux,h_alpha_flux_err,h_alpha_inst_res,h_alpha_chisq,nii_6584_cont,nii_6584_cont_err,nii_6584_reqw,nii_6584_reqw_err,nii_6584_eqw,nii_6584_eqw_err,nii_6584_flux,nii_6584_flux_err,nii_6584_inst_res,nii_6584_chisq,sii_6717_cont,sii_6717_cont_err,sii_6717_reqw,sii_6717_reqw_err,sii_6717_eqw,sii_6717_eqw_err,sii_6717_flux,sii_6717_flux_err,sii_6717_inst_res,sii_6717_chisq,sii_6731_cont,sii_6731_cont_err,sii_6731_reqw,sii_6731_reqw_err,sii_6731_eqw,sii_6731_eqw_err,sii_6731_flux,sii_6731_flux_err,sii_6731_inst_res,sii_6731_chisq,ariii7135_cont,ariii7135_cont_err,ariii7135_reqw,ariii7135_reqw_err,ariii7135_eqw,ariii7135_eqw_err,ariii7135_flux,ariii7135_flux_err,ariii7135_inst_res,ariii7135_chisq,oii_sigma,oii_flux,oii_flux_err,oii_voff,oii_chi2,oiii_sigma,oiii_flux,oiii_flux_err,oiii_voff,oiii_chi2,spectofiber,name,Column1,ra,dec,plate,mjd,fiberid
483024009831671808,1,0,52.61814,40.24525,-3.796824,8.245646,0.9200444,24.421,25.81023,3.22572,0,-1,0,-1,0,-0.7227511,0,0,25.81023,3.215454,0,-1,0,-1,0,-0.7227511,0,0,18.23908,2.548132,0.5191813,0.4662139,0.6559448,0.4662139,-1.705188,3.923004,79.99599,1.458055,27.56379,1.426174,1.098349,0.2374654,-0.6326326,0.2374654,3.294642,2.641771,76.51292,1.992805,29.00327,1.328446,0.001102121,0.189471,-0.7954708,0.189471,10.81758,2.182475,73.13347,0.1507971,29.93684,1.358526,-0.6880157,0.2127398,-0.1690435,0.2127398,-3.848236,2.686894,72.80044,0.3915293,35.64326,1.063857,1.872731,0.1271054,-0.2625307,0.1271054,6.85405,1.832095,66.32791,0.4151872,35.44462,0.8886035,-0.1402552,0.1279773,0.213746,0.1279773,1.547057,2.240891,65.15496,1.192089,35.06197,0.8607466,0.8120266,0.1268096,-0.2113891,0.1268096,6.302871,2.402968,64.56445,0.9326351,37.41771,0.9417295,-0.3737816,0.1078638,-0.3018484,0.1078638,1.181413,1.927124,63.89874,2.005229,35.56201,0.5673082,0.02153379,0.09891924,0.07863959,0.09891924,-2.22611,1.96926,68.32322,0.6605947,36.50736,0.7339067,-0.2795412,0.09511869,-0.1673875,0.09511869,1.186658,0.6601669,67.91232,1.052347,36.44569,0.7322314,1.486728,0.089701,-0.4171088,0.089701,15.48771,1.52479,67.89955,8.869791,36.30995,0.7448612,-0.004558661,0.09544951,-0.1059982,0.09544951,3.579235,1.991214,67.8884,1.214619,35.37916,0.5960905,0.368965,0.1018217,0.1860963,0.1018217,-0.4343393,2.174964,67.7493,0.9215884,35.31991,0.5955295,0.2896888,0.09716666,0.2499946,0.09716666,-2.112692,2.039155,67.70762,0.9334047,33.3801,0.9746611,0.3866927,0.07989801,0.1849611,0.07989801,-5.70858,2.393779,66.82844,1.152826,7.577999,0,1.022124,21.17926,0,1,5.65529,1.934561,-5.997789,1.179299,0.7227511,1-42274,483024009831671808,27.26052,12.92752,429,51820,47
828751978896058368,62.07849,30.05725,64.58656,36.16206,-27.42736,20.85127,0.1361182,22.85056,17.24206,2.625054,0,-1,0,-1,2.640981,6.270751,75.63018,0.4071121,16.57837,2.564636,0,-1,0,-1,8.93119,6.069023,75.57186,0.2776912,14.68844,2.08736,1.107695,0.5216095,1.324261,0.5216095,-10.94693,3.776839,72.53733,0.467137,25.79377,1.557574,0.4691974,0.2744164,-0.2957101,0.2744164,3.850709,3.37108,68.06907,1.354469,29.89054,1.58707,-0.7596502,0.2329388,-0.5995885,0.2329388,12.05101,3.426991,64.21058,1.225222,31.13684,1.662581,-0.9153248,0.2630087,-0.1587409,0.2630087,-5.089718,3.477055,63.88998,0.6548902,39.7281,1.401686,1.674725,0.1706459,-0.1842824,0.1706459,3.089321,3.162044,58.08903,0.8645409,39.59511,1.125071,-0.6421183,0.1774225,-0.2835028,0.1774225,0.449762,3.480367,57.25681,1.16836,38.5589,1.080329,0.9533179,0.1689965,0.04512679,0.1689965,-1.14873,3.335064,56.87749,0.5436119,43.44,1.271083,0.1326472,0.1439677,0.1830659,0.1439677,-2.026102,3.565801,66.7522,0.8218294,42.18873,0.8064575,0.05337062,0.1539451,0.1463771,0.1539451,-3.104991,3.707908,67.10194,0.549606,43.42291,0.9947273,-0.3160682,0.1415539,-0.2660898,0.1415539,1.11385,1.141551,63.64203,1.50185,43.37368,1.007182,1.432233,0.1318037,-0.4285991,0.1318037,14.13719,3.626694,63.44278,0.3691995,43.15749,0.9856029,-0.05878891,0.1395276,-0.178739,0.1395276,3.359629,3.443179,63.1654,0.3326509,42.05189,0.9206752,0.3282365,0.1473075,0.174188,0.1473075,-4.264035,3.677685,61.48627,0.9219671,42.03963,0.9535779,0.1383625,0.146878,0.1319007,0.146878,-0.8173425,3.771318,61.31715,0.9754499,39.8425,1.270616,0.5493224,0.1429782,0.308458,0.1429782,-13.25517,5.640932,56.95036,0.957395,1,11.64021,7.220082,62.49815,0.2965416,213.7675,-8.968843,5.972514,-300,0.7700747,0.7579273,1-115334,828751978896058368,333.1721,14.07623,736,52221,326
484223577973876736,23.21627,10.88298,16.32114,29.777,3.764415,4.099425,9.797689,7.999383,0,0,0,-1,0,-1,0,-0.7097696,0,0,0,0,0,-1,0,-1,0,-0.7097696,0,0,4.257791,2.569856,0.5428614,1.875153,2.535841,1.875153,-2.68738,3.333824,83.76778,0.6503975,5.706861,1.537233,2.126571,1.137749,-0.5510679,1.137749,3.995077,3.133729,79.77662,0.7260765,5.860306,1.13877,0.2449856,0.9176391,-1.025832,0.9176391,0.6304405,2.370455,75.82923,0.5138932,6.160252,1.092242,0.2560163,1.02422,0.2289224,1.02422,-3.764411,2.428239,75.45923,0.3194103,6.334615,1.067954,2.113103,0.649433,0.1754733,0.649433,8.329503,1.897998,67.97042,2.044196,6.582804,0.9058611,-1.720427,0.6500841,-1.814295,0.6500841,3.457618,1.884799,66.61071,4.271002,6.515075,1.04496,-0.07104646,0.6527291,-0.8311128,0.6527291,5.165827,1.872738,65.97489,0.5113883,6.483862,0.7804219,0.2418022,0.5978408,0.198112,0.5978408,-1.994253,1.995077,62.79911,1.328115,5.97373,0.5176574,0.2434813,0.4558859,0.2521412,0.4558859,2.124537,1.290244,62.14332,0.9330807,5.999923,0.4668341,-0.9496847,0.4445958,-0.5764987,0.4445958,2.726336,0.4468605,59.43564,1.700894,6.015929,0.4630947,-3.344311,0.4261653,-5.052561,0.4261653,29.96703,1.680542,59.27806,0.1234691,6.020726,0.4610665,-1.567568,0.417268,-1.38744,0.417268,8.223259,1.347833,59.07315,1.087293,5.959747,0.521771,-1.660324,0.4961059,-1.849083,0.4961059,10.4978,1.829346,57.72387,2.038001,5.936188,0.5463464,-0.4544472,0.4452498,-0.5359315,0.4452498,5.525645,1.35358,57.58677,1.895628,5.637084,0.5227921,0.4275807,0.3812293,0.1757903,0.3812293,-0.2556739,1.48726,53.99815,0.07762476,7.735124,0,1.003766,1.254216,0,129.6204,6.932741,3.013125,-61.02283,0.9223791,0.7097696,1-42718,484223577973876736,27.33463,13.2985,430,51877,315
2169769704900552704,36.98555,4.875927,75.60796,3.211782,8.633087,2.537085,-4.079572,2.590628,79.25892,4.14358,0,-1,0,-1,0,-0.7389444,0,0,79.25892,4.117556,0,-1,0,-1,0,-0.7389444,0,0,156.0271,4.850669,-1.667196,0.1037849,0.277007,0.1037849,12.39172,8.257781,72.86789,1.008188,201.6735,5.132507,4.825128,0.06622752,0.168791,0.06622752,36.16912,5.076948,68.27579,1.269692,194.7433,5.316686,3.301562,0.07149608,-0.1637504,0.07149608,48.86879,5.034554,64.2904,1.365959,204.234,5.445758,-0.5895297,0.096515,-0.2345399,0.096515,11.46385,8.903316,63.94809,0.7078325,212.8302,3.530539,3.976026,0.06613118,-0.316894,0.06613118,81.53497,5.742215,57.59968,1.956214,215.1994,3.541724,-0.6840423,0.08026625,-0.2631963,0.08026625,95.43633,9.37903,56.65313,2.928899,213.2805,3.792769,-0.3962533,0.07995569,-1.146464,0.07995569,244.1948,10.5435,56.2164,0.4672082,205.4544,1.848108,-0.149542,0.06443468,-0.07282097,0.06443468,12.27504,6.662294,59.93875,0.1959468,189.8429,2.467836,-0.2420714,0.08181088,-0.2282638,0.08181088,33.59186,9.386122,63.46042,0.4497936,186.627,3.121813,-0.5496322,0.08426278,-0.8159291,0.08426278,147.6431,4.07286,61.22097,0.4056832,186.129,3.335863,1.639798,0.07612266,-1.471207,0.07612266,261.6507,8.819014,61.08416,0.4783032,185.2246,3.271718,-2.128911,0.09074202,-2.529607,0.09074202,445.3258,12.28467,60.91017,0.3389265,182.5823,3.173034,-0.337116,0.08419882,-0.5060926,0.08419882,97.86602,9.863224,59.72764,0.3947605,182.1216,3.226188,-0.4974601,0.08563685,-0.4734565,0.08563685,84.76638,10.18012,59.58654,0.2572934,166.9861,2.561337,0.06673855,0.0637039,-0.0002239443,0.0637039,-3.462967,9.58843,56.16182,0.9987651,53.46021,0,1.045025,12.4787,0,64.2073,233.1476,11.0755,-10.14853,0.4291205,0.7389444,1-384400,2169769704900552704,126.7558,21.70678,1927,53321,584
836713818158557184,169.9532,15.11257,166.5287,9.642255,-0.8788299,14.16149,20.23298,10.02774,26.55081,4.912125,-4.749809,0.5994501,-5.747622,0.5994501,100.7402,15.81155,72.91771,1.564111,26.65383,4.902026,-4.749809,0.5994501,-5.747622,0.5994501,59.23394,15.77109,72.87093,1.710438,23.70939,2.973703,0.0315423,0.4742366,0.3463579,0.4742366,2.399837,7.440726,70.39983,1.696136,43.94587,2.142663,0.5821546,0.2326353,-0.3858572,0.2326353,11.86928,6.691846,66.69549,0.732233,48.98151,2.275969,-0.766067,0.2020749,-0.7374084,0.2020749,34.50148,6.72182,63.35349,0.3712831,51.09711,2.093327,-1.23672,0.2294336,-0.1868345,0.2294336,2.972179,6.944297,63.05598,0.3621971,66.28221,1.932506,1.341282,0.1428319,-0.6898276,0.1428319,41.18869,6.896837,57.62031,0.8227118,66.6434,2.082225,-0.6205171,0.1493462,-0.03719095,0.1493462,1.898634,7.057827,56.75641,0.6673481,64.87133,2.246867,-0.3797865,0.1521766,-1.300619,0.1521766,80.99789,7.510155,56.3662,0.9858118,78.63902,2.631639,0.3821529,0.1213004,0.3430359,0.1213004,-19.96244,7.662682,64.78626,0.9852986,77.33027,1.283126,-0.03666068,0.1266444,0.05497149,0.1266444,6.126781,8.070734,62.987,0.7901356,80.77323,4.725628,-0.9269866,0.131794,-0.7421148,0.131794,56.83657,3.246427,61.10603,0.2753233,80.82539,4.700539,-0.07780533,0.1252221,-1.735515,0.1252221,135.0231,10.05807,60.99382,0.156619,80.73699,4.78286,-2.063075,0.1330523,-2.107769,0.1330523,171.4322,9.791962,60.84805,0.59088,78.61543,2.104809,-0.7640269,0.1293045,-0.8183709,0.1293045,69.7055,8.786251,59.87488,0.4006787,78.59048,2.135778,-0.6680878,0.1287976,-0.5309588,0.1287976,41.6482,8.666644,59.77455,0.4892682,75.23415,1.441109,0.3154401,0.09000316,0.2419269,0.09000316,-27.90255,8.299976,57.00278,0.8071905,131.7406,150.6712,77.44393,-73.58394,1.503775,194.8503,87.43867,9.311401,34.60429,0.8162356,0.7657359,1-117543,836713818158557184,347.9253,15.11063,743,52262,619
532573778044020736,41.51838,5.720706,49.55231,11.28885,-2.252821,3.265541,0.8957255,7.335588,2.80004,2.068296,0,-1,0,-1,0,-0.7607957,97.86443,0,2.80004,2.097914,0,-1,0,-1,0,-0.7607957,97.86443,0,3.345972,1.408126,1.356585,1.734798,2.694475,1.734798,1.673701,2.76603,90.37057,0.7368624,3.66384,1.073385,0.5247759,1.164063,-1.762246,1.164063,4.732701,1.93926,84.26951,1.015282,3.741785,0.7478244,0.1874112,0.9211554,-0.6142996,0.9211554,3.678102,1.662638,78.92885,0.9016306,3.905241,0.7503663,-1.184027,0.9907628,-0.2016609,0.9907628,-0.5346624,1.583709,77.77044,0.3493674,4.213075,0.683506,0.4861194,0.5978087,-1.874287,0.5978087,7.382218,1.191213,68.2601,1.454034,4.325375,0.5311054,-0.5299164,0.5565189,-0.2002824,0.5565189,0.1345674,1.164692,66.88242,0.568081,4.332132,0.4569767,0.9793323,0.5703793,0.3264936,0.5703793,2.659072,1.218786,66.20055,1.120192,4.406697,0.5112153,-0.9435401,0.5821624,-0.8803961,0.5821624,1.034562,1.339754,63.61372,2.020147,4.018064,0.3130073,-0.3142656,0.4226333,-0.4127707,0.4226333,1.142303,0.9388998,64.44844,0.5195243,3.865586,0.389092,-1.408149,0.3989058,-1.180553,0.3989058,3.114049,0.3092434,62.14212,0.2977725,3.860072,0.3186843,-5.682287,0.4100748,-7.478185,0.4100748,28.82505,1.09939,62.07673,0.06942248,3.853573,0.3060848,-2.237953,0.3964038,-1.973739,0.3964038,9.392693,0.9327485,61.74139,0.6597152,3.892625,0.3325407,-2.627705,0.5310684,-2.682482,0.5310684,10.48187,1.434323,60.38276,1.427087,3.903226,0.3491699,-1.733547,0.4139581,-1.854243,0.4139581,6.294422,0.9547599,60.52276,0.6876887,3.706086,0.506784,-0.1565,0.3620463,-0.4138404,0.3620463,-0.1720965,0.9649907,57.0416,2.108752,500,0,1.075927,22.47939,0,23.57129,2.775465,1.363228,-37.53894,0.9659024,0.7607957,1-53952,532573778044020736,140.1387,0.721037,473,51929,84
2190038927987992576,134.5886,5.6486,124.2562,3.668818,-6.684189,5.291796,0.7342469,3.70462,30.58095,2.125419,-5.012147,0.3225049,-6.170007,0.3225049,102.5598,8.052238,75.44317,0.461476,30.21226,2.117532,-5.012147,0.3225049,-6.170007,0.3225049,97.24659,7.982545,75.35548,0.7299837,30.89858,2.065209,-1.095228,0.2283191,-0.5418652,0.2283191,17.12171,4.111028,71.95927,1.434567,48.70515,1.560481,1.440606,0.1447364,0.002783723,0.1447364,9.047482,4.178894,67.03545,0.2884871,53.85403,1.79881,-0.1714101,0.1405952,-0.318729,0.1405952,25.50245,4.42704,62.89389,1.443036,56.3053,1.648925,-0.9432399,0.1649933,0.1727417,0.1649933,-4.712884,4.885165,62.53793,0.5264899,71.54847,1.585864,1.634423,0.1132646,-0.840518,0.1132646,60.72355,5.276264,56.59891,1.057469,71.92941,1.618532,-1.069892,0.1293434,-0.6447546,0.1293434,47.5607,6.360647,55.78611,0.4825792,70.83767,1.690017,-0.6937911,0.1228986,-1.755722,0.1228986,103.7862,6.044451,55.42847,1.688039,81.55283,1.19667,-0.02781377,0.09596486,-0.01251091,0.09596486,6.890026,5.693512,61.18857,0.1809979,78.71993,1.045398,-0.6386635,0.1166565,-0.5332018,0.1166565,41.47203,6.736854,62.2494,0.3486551,83.36464,5.342433,-2.047503,0.122047,-1.93849,0.122047,111.0883,3.038563,59.18245,2.91976,83.4507,5.656557,-1.794559,0.1215208,-3.681756,0.1215208,287.3205,9.364103,58.98634,0.8315161,83.2351,5.817424,-3.867286,0.1320074,-3.987616,0.1320074,335.068,9.164998,58.72986,1.014258,80.2733,1.402133,-1.486296,0.1237141,-1.624026,0.1237141,140.2904,7.967869,56.97887,1.29326,80.14007,1.315974,-1.344941,0.1228581,-1.28804,0.1228581,107.4871,7.802656,56.77487,0.3256705,75.77477,1.195544,0.002835815,0.0872707,-0.07664186,0.0872707,4.501067,7.113789,51.6708,0.8165939,118.028,197.8968,28.5496,-25.32106,0.5194815,150.9136,113.3853,7.349024,-16.07248,1.167213,0.7372592,1-389509,2190038927987992576,147.539,33.56933,1945,53387,595
662142978986371072,314.2589,18.50664,262.8653,25.05008,35.64334,17.18772,56.44854,25.90943,40.84415,3.883818,-0.2035428,0.3617002,-1.537319,0.3617002,44.6983,22.59212,76.76061,0.8552881,40.77655,3.85761,-0.2035428,0.3617002,-1.537319,0.3617002,16.77687,22.2645,76.70385,0.5704898,38.2431,3.134468,-0.1440941,0.2822039,0.3379549,0.2822039,-17.60685,8.435456,73.69741,0.7614122,66.77407,2.313359,0.765476,0.1555634,-0.5219396,0.1555634,34.85402,9.22828,69.17958,0.5505788,76.47153,2.563473,-0.9492003,0.1465746,-1.128391,0.1465746,85.08146,10.27097,65.09216,0.4588688,79.26315,2.169462,-1.29513,0.1704368,0.2802011,0.1704368,-12.76693,9.845969,64.72769,0.6111379,103.8701,3.561162,1.062785,0.1161789,-1.093036,0.1161789,122.1272,12.00934,58.05087,0.4370407,104.4389,1.952595,-0.6872742,0.1234587,-0.07738198,0.1234587,3.472905,11.3338,56.99744,0.523113,100.1801,2.593828,0.462943,0.1245799,-0.5087453,0.1245799,54.58718,11.01067,56.50378,1.128396,120.8988,2.750588,0.6324431,0.09421642,0.3235748,0.09421642,-50.51598,12.11876,62.67927,2.925191,117.694,1.283072,-0.05747574,0.1118998,-0.03713625,0.1118998,7.047256,13.19912,66.01546,0.3180815,123.6937,8.532531,-0.8290619,0.1149197,-0.6575156,0.1149197,70.49139,6.654101,63.39077,1.351723,123.666,8.309805,-1.695889,0.1193131,-3.14646,0.1193131,411.6574,22.65424,63.24428,2.609627,123.4249,8.260866,-1.726871,0.1197556,-1.8004,0.1197556,212.6183,20.07029,63.01546,2.181437,121.093,2.600623,-0.3295688,0.1158808,-0.515202,0.1158808,71.96246,15.31919,61.57219,0.3873005,121.0052,2.546003,-0.2325337,0.1148453,-0.2542162,0.1148453,23.4066,15.15648,61.42122,0.6264524,115.6641,2.040625,0.2123799,0.08557165,-0.03437069,0.08557165,24.49705,14.96925,57.13055,0.9248255,309.0246,66.68704,1013.02,33.85679,0.8045846,399.7306,73.08292,16.31403,229.8885,0.7149449,0.7576888,1-83393,662142978986371072,223.1468,4.545883,588,52045,414
845611066065971200,56.86462,1.834489,60.98575,1.16866,2.536366,1.379742,2.199992,0.9088549,0.5366172,3.838001,0,-1,0,-1,0,-0.7709566,0,0,0.5366172,3.872307,0,-1,0,-1,0,-0.7709566,0,0,14.64432,3.522996,-4.655643,0.831902,-3.321073,0.831902,55.05114,6.470088,82.93175,2.923836,18.97545,1.91462,2.001517,0.4436856,-0.2758009,0.4436856,17.12538,4.262517,78.79605,0.7843615,20.1465,1.660896,-0.1405633,0.3843618,-0.9515511,0.3843618,36.02774,3.904106,74.73331,0.2734536,20.59695,1.712472,-2.068032,0.452478,-0.6605833,0.452478,14.79046,4.084964,74.3703,0.6605698,23.85999,1.245198,-0.8655047,0.2837987,-3.193543,0.2837987,81.2496,3.930627,66.73218,0.8559458,24.94576,1.52742,-7.724531,0.2992606,-7.476194,0.2992606,183.0973,5.022851,65.37612,0.6607283,24.66625,1.307385,-22.51644,0.3886665,-23.33884,0.3886665,575.2673,8.152906,64.72051,0.920467,25.75598,1.113005,-1.165105,0.229603,-0.972076,0.229603,17.27246,3.264073,64.86186,1.005762,24.81211,0.8832335,-0.8355367,0.199139,-0.7361677,0.199139,22.25697,3.01984,64.65027,0.49484,25.06192,1.045753,-4.36634,0.2057146,-4.159367,0.2057146,111.2047,1.650186,61.54946,0.66127,25.07424,1.002367,-12.18686,0.2564923,-14.07854,0.2564923,354.5379,5.443114,61.39184,0.5147987,25.07385,0.9700824,-13.59373,0.2589361,-13.58041,0.2589361,335.4191,4.977338,61.14835,1.588346,24.7599,1.13149,-4.266075,0.2272333,-4.409178,0.2272333,107.5597,3.70647,59.68,1.423364,24.70079,1.108963,-3.688046,0.2252027,-3.685769,0.2252027,84.8923,3.481266,59.53246,0.7538422,23.33164,0.9783756,-0.486096,0.1504533,-0.7253751,0.1504533,15.17373,2.969262,55.68339,1.008836,60.86055,0,1.090297,2.718304,0,62.78571,576.5544,8.202493,1.311415,0.9001504,0.7709566,1-120103,845611066065971200,1.581714,14.32743,751,52251,219
828801456919308288,61.29478,9.007501,101.4518,10.65952,9.835869,6.489149,13.30674,9.361423,12.79262,2.730548,-0.3171813,0.9231969,-1.138137,0.9231969,18.69514,7.100936,68.83743,0.6948895,12.76566,2.738346,-0.3171813,0.9231969,-1.138137,0.9231969,2.926537,6.863864,68.80413,0.3385925,11.56748,1.811887,-1.641718,0.6373173,-0.8387824,0.6373173,13.09219,3.860907,67.02036,0.1685978,19.0043,1.42281,1.544707,0.3271744,-0.01915602,0.3271744,2.273611,2.74243,64.1878,0.5806639,20.25403,1.379433,-0.08167183,0.2851725,-0.5917985,0.2851725,2.138547,2.464895,61.49063,1.177498,21.31235,1.286252,-1.05431,0.3228917,-0.7292626,0.3228917,-1.695362,3.318519,61.25322,1.281679,26.90722,1.237697,1.798992,0.2018353,-0.2348305,0.2018353,14.00831,2.691564,56.40675,0.3159924,27.07862,1.102498,-0.8671685,0.2056085,-0.383127,0.2056085,4.720147,3.208453,55.57825,0.6871535,27.02519,1.056805,0.5015486,0.1966922,-0.3009335,0.1966922,11.40295,3.222356,55.18153,0.8794695,32.69214,1.05929,-0.0291249,0.1588353,-0.005536234,0.1588353,1.955061,2.852144,60.3772,0.9288925,32.81741,0.7307459,-0.09428696,0.1521247,-0.1182892,0.1521247,6.055725,3.377701,62.45557,0.4782444,34.3222,1.546237,-0.9247359,0.1488791,-0.8169834,0.1488791,17.84652,1.336793,60.11185,2.444466,34.27604,1.501263,0.08240021,0.1421418,-1.741908,0.1421418,50.45084,3.412537,59.98102,0.09488533,34.22329,1.34378,-1.576219,0.1507624,-1.590785,0.1507624,53.82923,4.032071,59.77665,0.5061392,34.09653,0.9784412,-0.262141,0.1538943,-0.3919708,0.1538943,13.02212,3.599885,58.48678,0.4995691,34.14626,1.002599,-0.4761831,0.1537477,-0.4939231,0.1537477,14.55136,3.631628,58.3518,0.507992,33.68326,1.764367,0.06735002,0.1278375,-0.2538753,0.1278375,6.707444,3.857441,54.50367,1.746601,81.40382,19.60792,13.42217,54.8044,0.4094645,93.57349,11.45019,3.657997,-44.11126,1.05116,0.8010977,1-115435,828801456919308288,334.2415,13.54307,736,52221,506
2524378986369280000,1,0,55.81225,66.34774,19.899,18.85715,8.989993,44.54916,6.033627,2.558861,0,-1,0,-1,0,-1.033931,0,0,6.033627,2.50929,0,-1,0,-1,0,-1.033931,0,0,13.68952,1.84035,-0.2687504,0.5683595,-0.3304054,0.5683595,1.968447,3.672083,73.04316,1.721226,21.67978,1.508301,0.7844315,0.3051294,-0.3426823,0.3051294,3.002435,2.671958,68.98311,1.992068,24.24896,1.22598,0.04558798,0.2687654,-0.3753416,0.2687654,2.480875,2.436513,65.30545,0.5083254,25.13191,1.206622,-0.2953288,0.3030796,-0.005661805,0.3030796,2.328531,3.167748,64.99087,1.024296,29.61908,1.084913,2.367702,0.2035609,0.05703202,0.2035609,-1.126294,2.187172,58.91909,0.4885595,29.67803,1.086461,-0.3633278,0.2058429,-0.1331351,0.2058429,1.398713,2.924904,57.95607,0.5999624,29.11295,1.075465,0.9944393,0.2028648,-0.1841341,0.2028648,2.5526,2.960164,57.504,0.8865057,31.01649,0.9699284,-0.142543,0.1782119,-0.06112492,0.1782119,2.065489,2.614908,63.1679,0.290491,29.23454,0.8230219,0.1215071,0.16817,0.1072804,0.16817,-2.445292,2.795949,64.66963,0.8606243,29.85246,0.9597632,-0.1024975,0.1637718,-0.09535547,0.1637718,-0.449895,0.858214,61.36477,1.1819,29.77199,0.9395289,1.697251,0.1532892,-0.2803736,0.1532892,8.850195,2.03522,61.16493,0.2524885,29.66631,0.9270105,-0.01077779,0.1625846,-0.139795,0.1625846,-1.356987,2.588569,60.88522,1.153904,28.77036,0.7832675,0.241045,0.1683126,-0.0253779,0.1683126,-2.807277,2.743389,59.15582,0.2870189,28.65633,0.7998606,-0.155464,0.1968151,-0.1464681,0.1968151,3.945594,3.86867,58.97855,0.3618451,26.92877,0.8659979,0.3542377,0.1974185,0.1781652,0.1974185,-5.03682,6.79084,54.26078,0.07194515,1,0,1.462199,5.218278,0,1,4.107818,2.514151,206.6881,0.1049354,1.033931,1-457175,2524378986369280000,196.0332,27.96496,2242,54153,405
